Kanji,Reading,Meaning,VocabScore,FillingScore,Level
飛行場,ひこうじょう,airport,0,0,
工場,こうじょう,factory,0,0,
海岸,かいがん,coast,0,0,
棚,たな,shelves,0,0,
看護婦,かんごふ,female nurse,0,0,
簡単,かんたん,simple,0,0,
お土産,おみやげ,souvenir,0,0,
歯医者,はいしゃ,dentist,0,0,
運動,うんどう,to exercise,0,0,
糸,いと,thread,0,0,
予習,よしゅう,preparation for a lesson,0,0,
訪ねる,たずねる,to visit,0,0,
会議室,かいぎしつ,meeting room,0,0,
連れる,つれる,to lead,0,0,
公務員,こうむいん,government worker,0,0,
動く,うごく,to move,0,0,
下着,したぎ,underwear,0,0,
無理,むり,impossible,0,0,
以外,いがい,with the exception of,0,0,
寂しい,さびしい,lonely,0,0,
安全,あんぜん,safety,0,0,
空港,くうこう,airport,0,0,
お祝い,おいわい,congratulation,0,0,
育てる,そだてる,"to rear,to bring up",0,0,
国際,こくさい,international,0,0,
気分,きぶん,mood,0,0,
比べる,くらべる,to compare,0,0,
背中,せなか,back of the body,0,0,
済む,すむ,to finish,0,0,
お嬢さん,おじょうさん,young lady,0,0,
心配,しんぱい,to worry,0,0,
折れる,おれる,to break or be folded,0,0,
準備,じゅんび,to prepare,0,0,
招待,しょうたい,to invite,0,0,
交通,こうつう,"traffic,transportation",0,0,
寄る,よる,to visit,0,0,
科学,かがく,science,0,0,
赤ん坊,あかんぼう,baby,0,0,
大分,だいぶ,greatly,0,0,
祖母,そぼ,grandmother,0,0,
高校,こうこう,high school,0,0,
遊び,あそび,play,0,0,
起す,おこす,to wake,0,0,
止める,とめる,to stop something,0,0,
事務所,じむしょ,office,0,0,
食料品,しょくりょうひん,groceries,0,0,
お宅,おたく,(polite) your house,0,0,
特に,とくに,"particularly,especially",0,0,
湖,みずうみ,lake,0,0,
出発,しゅっぱつ,to depart,0,0,
以下,いか,less than,0,0,
適当,てきとう,suitability,0,0,
漬ける,つける,"to soak,to pickle",0,0,
選ぶ,えらぶ,to choose,0,0,
乗り換える,のりかえる,to change between buses or trains,0,0,
夢,ゆめ,dream,0,0,
見つかる,みつかる,to be discovered,0,0,
冷える,ひえる,to grow cold,0,0,
女性,じょせい,woman,0,0,
壊す,こわす,to break,0,0,
祖父,そふ,grandfather,0,0,
血,ち,blood,0,0,
終わり,おわり,the end,0,0,
動物園,どうぶつえん,zoo,0,0,
失敗,しっぱい,"failure,mistake",0,0,
周り,まわり,surroundings,0,0,
運転,うんてん,to drive,0,0,
市,し,city,0,0,
過ぎる,すぎる,to exceed,0,0,
手伝う,てつだう,to assist,0,0,
先輩,せんぱい,senior,0,0,
髪,かみ,hair,0,0,
戻る,もどる,to turn back,0,0,
昼休み,ひるやすみ,noon break,0,0,
説明,せつめい,explanation,0,0,
生活,せいかつ,to live,0,0,
両方,りょうほう,both sides,0,0,
遠く,とおく,distant,0,0,
生産,せいさん,to produce,0,0,
上る,あがる,to rise,0,0,
壁,かべ,wall,0,0,
線,せん,line,0,0,
足す,たす,to add a number,0,0,
力,ちから,"strength,power",0,0,
翻訳,ほんやく,translation,0,0,
将来,しょうらい,"future,prospects",0,0,
理由,りゆう,reason,0,0,
枝,えだ,"branch, twig",0,0,
字,じ,character,0,0,
展覧会,てんらんかい,exhibition,0,0,
植える,うえる,"to plant,to grow",0,0,
都合,つごう,"circumstances,convenience",0,0,
騒ぐ,さわぐ,"to make noise,to be excited",0,0,
最後,さいご,"last,end",0,0,
具合,ぐあい,"condition,health",0,0,
親切,しんせつ,kindness,0,0,
妻,つま,(humble) wife,0,0,
遅れる,おくれる,to be late,0,0,
直る,なおる,"to be fixed,to be repaired",0,0,
止む,やむ,to stop,0,0,
規則,きそく,regulations,0,0,
集る,あつまる,to gather,0,0,
指輪,ゆびわ,finger ring,0,0,
数学,すうがく,"mathematics,arithmetic",0,0,
治る,なおる,"to be cured,to heal",0,0,
歴史,れきし,history,0,0,
参る,まいる,"(humble) to go,to come",0,0,
行う,おこなう,to do,0,0,
押し入れ,おしいれ,closet,0,0,
鳴る,なる,to sound,0,0,
美しい,うつくしい,beautiful,0,0,
発音,はつおん,pronunciation,0,0,
意見,いけん,opinion,0,0,
噛む,かむ,"to bite,to chew",0,0,
送る,おくる,to send,0,0,
通る,とおる,to go through,0,0,
冷房,れいぼう,air conditioning,0,0,
謝る,あやまる,to apologize,0,0,
客,きゃく,"guest,customer",0,0,
高等学校,こうとうがっこう,high school,0,0,
原因,げんいん,"cause,source",0,0,
留守,るす,absence,0,0,
帰り,かえり,return,0,0,
途中,とちゅう,on the way,0,0,
汚れる,よごれる,to get dirty,0,0,
浅い,あさい,"shallow,superficial",0,0,
怒る,おこる,"to get angry,to be angry",0,0,
絹,きぬ,silk,0,0,
時代,じだい,era,0,0,
細かい,こまかい,"small, fine",0,0,
林,はやし,"woods,forester",0,0,
付く,つく,to be attached,0,0,
下宿,げしゅく,lodging,0,0,
楽しみ,たのしみ,joy,0,0,
森,もり,forest,0,0,
住所,じゅうしょ,"an address,a residence",0,0,
捨てる,すてる,to throw away,0,0,
承知,しょうち,to consent,0,0,
湯,ゆ,hot water,0,0,
畳,たたみ,Japanese straw mat,0,0,
品物,しなもの,goods,0,0,
答,こたえ,response,0,0,
届ける,とどける,to reach,0,0,
貿易,ぼうえき,trade,0,0,
取り替える,とりかえる,to exchange,0,0,
思い出す,おもいだす,to remember,0,0,
知らせる,しらせる,to notify,0,0,
必要,ひつよう,necessary,0,0,
明日,あす,tomorrow,0,0,
計画,けいかく,to plan,0,0,
音,おと,"sound,note",0,0,
舟,ふね,ship,0,0,
別れる,わかれる,to separate,0,0,
忘れ物,わすれもの,lost article,0,0,
お礼,おれい,expression of gratitude,0,0,
課長,かちょう,section manager,0,0,
笑う,わらう,"to laugh,to smile",0,0,
勝つ,かつ,to win,0,0,
壊れる,こわれる,to be broken,0,0,
雲,くも,cloud,0,0,
通う,かよう,to commute,0,0,
僕,ぼく,I (used by males),0,0,
男性,だんせい,male,0,0,
続く,つづく,to be continued,0,0,
利用,りよう,utilization,0,0,
止める,やめる,to stop,0,0,
負ける,まける,to lose,0,0,
迎える,むかえる,to go out to meet,0,0,
聞こえる,きこえる,to be heard,0,0,
申し上げる,もうしあげる,"(humble) to say,to tell",0,0,
集める,あつめる,to collect something,0,0,
差し上げる,さしあげる,(polite) to give,0,0,
向かう,むかう,to face,0,0,
坂,さか,"slope,hill",0,0,
見つける,みつける,to discover,0,0,
調べる,しらべる,to investigate,0,0,
柔道,じゅうどう,judo,0,0,
復習,ふくしゅう,revision,0,0,
倒れる,たおれる,to break down,0,0,
世界,せかい,the world,0,0,
人口,じんこう,population,0,0,
下る,さがる,"to get down,to descend",0,0,
さ来週,さらいしゅう,the week after next,0,0,
眠る,ねむる,to sleep,0,0,
怖い,こわい,frightening,0,0,
趣味,しゅみ,hobby,0,0,
片付ける,かたづける,to tidy up,0,0,
引っ越す,ひっこす,to move house,0,0,
別,べつ,different,0,0,
習慣,しゅうかん,"custom,manners",0,0,
苦い,にがい,bitter,0,0,
郊外,こうがい,outskirts,0,0,
受付,うけつけ,receipt,0,0,
点,てん,"point,dot",0,0,
草,くさ,grass,0,0,
暖房,だんぼう,heating,0,0,
悲しい,かなしい,sad,0,0,
残る,のこる,to remain,0,0,
建てる,たてる,to build,0,0,
返事,へんじ,reply,0,0,
始める,はじめる,to begin,0,0,
二階建て,にかいだて,two storied,0,0,
泥棒,どろぼう,thief,0,0,
踊り,おどり,a dance,0,0,
残念,ざんねん,disappointment,0,0,
掛ける,かける,to hang something,0,0,
折る,おる,to break or to fold,0,0,
都,と,metropolitan,0,0,
太る,ふとる,to become fat,0,0,
予定,よてい,arrangement,0,0,
寝坊,ねぼう,sleeping in late,0,0,
水道,すいどう,water supply,0,0,
形,かたち,shape,0,0,
入学,にゅうがく,to enter school or university,0,0,
汽車,きしゃ,steam train,0,0,
世話,せわ,to look after,0,0,
大学生,だいがくせい,university student,0,0,
痩せる,やせる,to become thin,0,0,
変わる,かわる,to change,0,0,
塗る,ぬる,"to paint,to plaster",0,0,
景色,けしき,"scene,landscape",0,0,
為,ため,in order to,0,0,
見物,けんぶつ,sightseeing,0,0,
一生懸命,いっしょうけんめい,with utmost effort,0,0,
毛,け,hair or fur,0,0,
変える,かえる,to change,0,0,
慣れる,なれる,to grow accustomed to,0,0,
以内,いない,within,0,0,
盗む,ぬすむ,to steal,0,0,
似る,にる,to be similar,0,0,
退院,たいいん,to leave hospital,0,0,
石,いし,stone,0,0,
泣く,なく,to weep,0,0,
盛ん,さかん,"popularity,prosperous",0,0,
足りる,たりる,to be enough,0,0,
講堂,こうどう,auditorium,0,0,
中々,なかなか,considerably,0,0,
丁寧,ていねい,polite,0,0,
複雑,ふくざつ,"complexity,complication",0,0,
最初,さいしょ,"beginning,first",0,0,
会議,かいぎ,meeting,0,0,
優しい,やさしい,kind,0,0,
小学校,しょうがっこう,elementary school,0,0,
食事,しょくじ,to have a meal,0,0,
島,しま,island,0,0,
逃げる,にげる,to escape,0,0,
特急,とっきゅう,limited express train (faster than an express train),0,0,
田舎,いなか,countryside,0,0,
急ぐ,いそぐ,to hurry,0,0,
用事,ようじ,things to do,0,0,
場合,ばあい,situation,0,0,
出席,しゅっせき,to attend,0,0,
紹介,しょうかい,introduction,0,0,
急,きゅう,"urgent, steep",0,0,
電灯,でんとう,electric light,0,0,
事故,じこ,accident,0,0,
引き出し,ひきだし,"drawer,drawing out",0,0,
増える,ふえる,to increase,0,0,
文学,ぶんがく,literature,0,0,
昼間,ひるま,"daytime,during the day",0,0,
乗り物,のりもの,vehicle,0,0,
立てる,たてる,to stand something up,0,0,
生きる,いきる,to live,0,0,
お祭り,おまつり,festival,0,0,
文化,ぶんか,culture,0,0,
見舞い,みまい,"enquiry,expression of sympathy,expression of concern",2,2,3
援助,えんじょ,"assistance,aid,support",2,2,3
黙る,だまる,to be silent,2,2,3
宗教,しゅうきょう,religion,2,2,3
目標,もくひょう,"mark,objective,target",2,2,3
睡眠,すいみん,sleep,2,2,3
調査,ちょうさ,"investigation,examination,inquiry,survey",2,2,3
夜,よ,"evening,night",2,2,3
汚染,おせん,"pollution,contamination",2,2,3
現代,げんだい,"nowadays,modern times,present-day",2,2,3
土地,とち,"plot of land,lot,soil",2,2,3
支払,しはらい,payment,2,2,3
震える,ふるえる,"to shiver,to shake,to quake",2,2,3
作物,さくもつ,"produce (e.g. agricultural),crops",2,2,3
引っ張る,ひっぱる,"(1) to pull,to draw,to stretch,to drag,(2) to pull the ball (baseball)",2,2,3
単位,たんい,"unit,denomination,credit (in school)",2,2,3
川,かわ,river,2,2,3
無料,むりょう,"free,no charge",2,2,3
意思,いし,"intention,purpose",2,2,3
虫歯,むしば,"cavity,tooth decay,decayed tooth,caries",2,2,3
姿,すがた,"figure,shape,appearance",2,2,3
承知,しょうち,"consent,acceptance,assent,admitting",2,2,3
休憩,きゅうけい,"rest,break,recess,intermission",2,2,3
加える,くわえる,"to append,to sum up,to add (up)",2,2,3
怪我,けが,"injury (to animate object),hurt",2,2,3
姉妹,しまい,sisters,2,2,3
個人,こじん,"individual,private person,personal,private",2,2,3
読み,よみ,reading,2,2,3
巨大,きょだい,"huge,gigantic,enormous",2,2,3
異なる,ことなる,"to differ,to vary,to disagree",2,2,3
一種,いっしゅ,"a species,a kind,a variety",2,2,3
紐,ひも,"(1) string,cord,(2) pimp",2,2,3
劇,げき,"drama,play",2,2,3
気付く,きづく,"to notice,to recognize,to become aware of",2,2,3
有利,ゆうり,"advantageous,better,profitable,lucrative",2,2,3
量,りょう,"quantity,amount,volume,portion (of food)",2,2,3
題,だい,"title,subject,theme,topic",2,2,3
向ける,むける,"to turn towards,to point",2,2,3
恐怖,きょうふ,"be afraid,dread,dismay,terror",2,2,3
訴える,うったえる,"to sue (a person),to resort to,to appeal to",2,2,3
段,だん,"step,stair,flight of steps,grade,rank,level",2,2,3
可,か,passable,2,2,3
友,とも,"friend,companion,pal",2,2,3
通り,とおり,"in accordance with ~,following ~,~ Street,~ Avenue",2,2,3
怠ける,なまける,"to be idle,to neglect",2,2,3
急に,きゅうに,,2,2,3
分,ぶ,"dividing,part",2,2,3
事務,じむ,"business,office work",2,2,3
職業,しょくぎょう,"occupation,business",2,2,3
画家,がか,"painter,artist",2,2,3
翼,つばさ,wings,2,2,3
許す,ゆるす,"to permit,to allow,to approve",2,2,3
弾,たま,"bullet,shot,shell",2,2,3
気の毒,きのどく,"pitiful,a pity",2,2,3
地平線,ちへいせん,horizon,2,2,3
変化,へんか,"goblin,ghost,apparition,bugbear",2,2,3
費用,ひよう,"cost,expense",2,2,3
名,な,"name,reputation",2,2,3
経由,けいゆ,"go by the way,via",2,2,3
少女,しょうじょ,"daughter,young lady,virgin,maiden,little girl",2,2,3
正,せい,"(logical) true,regular",2,2,3
損,そん,"loss,disadvantage",2,2,3
太陽,たいよう,"sun,solar",2,2,3
感じ,かんじ,"feeling,sense,impression",2,2,3
実験,じっけん,experiment,2,2,3
祭,まつり,"festival,feast",2,2,3
稲,いね,rice-plant,2,2,3
単語,たんご,"word,vocabulary,(usually) single-character word",2,2,3
感じる,かんじる,"to feel,to sense,to experience",2,2,3
書類,しょるい,"documents,official papers",2,2,3
成る,なる,to become,2,2,3
人生,じんせい,(human) life (i.e. conception to death),2,2,3
完成,かんせい,"(1) complete,completion,(2) perfection,accomplishment",2,2,3
国家,こっか,"state,country,nation",2,2,3
除く,のぞく,"to remove,to exclude,to except",2,2,3
人間,にんげん,"human being,man,person",2,2,3
注目,ちゅうもく,"notice,attention,observation",2,2,3
邪魔,じゃま,"hindrance,intrusion",2,2,3
製造,せいぞう,"manufacture,production",2,2,3
訓練,くんれん,"practice,training",2,2,3
砂漠,さばく,desert,2,2,3
帯,おび,"band (e.g. conduction, valence)",2,2,3
関連,かんれん,"relation,connection,relevance",2,2,3
現実,げんじつ,reality,2,2,3
座席,ざせき,seat,2,2,3
役,やく,"use,service,role,position",2,2,3
克服,こくふく,"subjugation,conquest",2,2,3
唯,ただ,"free of charge,mere,sole,only,usual,common",2,2,3
筋,すじ,"muscle,string,line",2,2,3
速度,そくど,"speed,velocity,rate",2,2,3
主張,しゅちょう,"claim,request,insistence,assertion",2,2,3
直ちに,ただちに,"at once,immediately,directly,in person",2,2,3
面倒,めんどう,"trouble,difficulty,care,attention",2,2,3
通じる,つうじる,"to run to,to lead to,to communicate,to understand",2,2,3
偶々,たまたま,"casually,unexpectedly,accidentally,by chance",2,2,3
年代,ねんだい,"age,era,period,date",2,2,3
逆,ぎゃく,"reverse,opposite",2,2,3
憲法,けんぽう,constitution,2,2,3
集団,しゅうだん,"group,mass",2,2,3
罪,つみ,"crime,fault,indiscretion",2,2,3
破産,はさん,(personal) bankruptcy,2,2,3
連想,れんそう,"association (of ideas),suggestion",2,2,3
飛ばす,とばす,"to skip over,to omit",2,2,3
給料,きゅうりょう,"salary,wages",2,2,3
偶然,ぐうぜん,"(by) chance,unexpectedly,suddenly",2,2,3
明ける,あける,"to dawn,to become daylight",2,2,3
最終,さいしゅう,"last,final,closing",2,2,3
労働,ろうどう,"manual labor,toil,work",2,2,3
分析,ぶんせき,analysis,2,2,3
記事,きじ,"article,news story,report,account",2,2,3
腰,こし,hip,2,2,3
不,ぶ,"un,non,negative prefix",2,2,3
任せる,まかせる,"to entrust to another,to leave to",2,2,3
暮らす,くらす,"to live,to get along",2,2,3
及ぼす,およぼす,"to exert,to cause,to exercise",2,2,3
症状,しょうじょう,"symptoms,condition",2,2,3
倒す,たおす,"to throw down,to beat,to bring down,to blow down",2,2,3
移動,いどう,"removal,migration,movement",2,2,3
尻,しり,"buttocks,bottom",2,2,3
期待,きたい,"expectation,anticipation,hope",2,2,3
全く,まったく,"really,truly,entirely,completely",2,2,3
市場,いちば,(the) market (as a concept),2,2,3
穀物,こくもつ,"grain,cereal,corn",2,2,3
可能,かのう,"possible,practicable,feasible",2,2,3
書物,しょもつ,books,2,2,3
明かり,あかり,"lamplight,light (in general),brightness",2,2,3
満ちる,みちる,"to be full,to rise (tide),to mature,to expire",2,2,3
公平,こうへい,"fairness,impartial,justice",2,2,3
愛する,あいする,to love,2,2,3
銃,じゅう,gun,2,2,3
礼儀,れいぎ,"manners,courtesy,etiquette",2,2,3
理解,りかい,"understanding,comprehension",2,2,3
考慮,こうりょ,"consideration,taking into account",2,2,3
考え,かんがえ,"thinking,thought,ideas,intention",2,2,3
札,さつ,"(1) token,label,(2) ticket,(3) charm",2,2,3
成績,せいせき,"results,record",2,2,3
中心,ちゅうしん,"center,core,heart,pivot,emphasis,balance",2,2,3
試し,ためし,"trial,test",2,2,3
感覚,かんかく,"sense,sensation",2,2,3
衣服,いふく,clothes,2,2,3
年中,ねんじゅう,"whole year,always,everyday",2,2,3
暮らし,くらし,"living,livelihood,subsistence,circumstances",2,2,3
困難,こんなん,"difficulty,distress",2,2,3
合図,あいず,"sign,signal",2,2,3
歓迎,かんげい,"welcome,reception",2,2,3
角,すみ,horn,2,2,3
一人一人,ひとりひとり,"one by one,each,one at a time",2,2,3
過ごす,すごす,"to pass,to spend,to go through,to tide over",2,2,3
用いる,もちいる,"to use,to make use of",2,2,3
飽きる,あきる,"to get tired of,to lose interest in,to have enough",2,2,3
不可,ふか,"wrong,bad,improper,unjustifiable,inadvisable",2,2,3
評価,ひょうか,"valuation,estimation,assessment,evaluation",2,2,3
覚悟,かくご,"resolution,resignation,readiness,preparedness",2,2,3
異常,いじょう,"strangeness,abnormality,disorder",2,2,3
高速,こうそく,"high speed,high gear",2,2,3
時刻,じこく,"instant,time,moment",2,2,3
利口,りこう,"clever,shrewd,bright,sharp,wise,intelligent",2,2,3
